Rank,Name,Neighborhood,Zoning Type,Plot Size,Building Size,Distance to Ocean,Distance to Bay,Max # of Floors,Min # of Floors,Plot Area (m²),Min Building Height (m),Max Building Height (m),Distance to Ocean (m),Distance to Bay (m),tokenId
2109,NS-335,North Star,Commercial,Nano,Lowrise,Far,Close,4,3,1106,17,21,1885,183,21252819041621559492171354025969439073402336043657086939261669449833870288441
2109,NS-337,North Star,Commercial,Nano,Lowrise,Far,Close,4,3,1106,16,20,1842,220,45927381341043284997706732857261675413069450758236666993652201632729587460012
2109,NS-426,North Star,Commercial,Nano,Lowrise,Far,Close,5,4,826,22,27,1923,92,97373351377903116303113951579756560991511358998067369223007409270726827576112
2109,NS-428,North Star,Commercial,Nano,Lowrise,Far,Close,4,3,1147,18,22,1884,131,17182872663449412340818008073653151277613276477061898118840240171615269762427
2109,NS-432,North Star,Commercial,Nano,Lowrise,Far,Close,6,5,1049,26,32,1748,267,18425419542783172003219992248582375892874296668773115803056593970347179444694
2109,NS-476,North Star,Commercial,Nano,Lowrise,Far,Close,5,4,1158,22,27,1842,182,63224094437807777846484540596855694845814623769119021485813834955492042273001
2109,NS-503,North Star,Commercial,Nano,Lowrise,Far,Close,4,3,998,16,20,1751,276,6853676492668920642541783959464973946918678995438219850012010721474740237709
2122,TG-40,Tranquility Gardens,Commercial,Nano,Lowrise,Far,Medium,4,3,756,16,20,2430,425,75314129157363647079407288988650133225978467441026081764645741868532221865561
2122,TG-41,Tranquility Gardens,Commercial,Nano,Lowrise,Far,Medium,5,4,863,21,26,2415,419,13203841675522324259549824027414731126017917868340745331853596546366724751526
2122,TG-44,Tranquility Gardens,Commercial,Nano,Lowrise,Far,Medium,4,3,863,16,20,2366,398,73967985034193901401616260058427390596507764794091905539214488317070091345185
2122,TG-54,Tranquility Gardens,Commercial,Nano,Lowrise,Far,Medium,4,3,878,16,20,2417,469,79402056538262821236584774934120007853603873732310584092044496502707465588498
2122,TG-58,Tranquility Gardens,Commercial,Nano,Lowrise,Far,Medium,6,4,760,24,30,2354,441,86450484862442680871598341448342089521212400828367978364069461458603057173733
2122,TG-60,Tranquility Gardens,Commercial,Nano,Lowrise,Far,Medium,4,3,496,16,20,2771,473,52822976340118901841055765573943549311837510014315148205678859408003344004846
2122,TG-62,Tranquility Gardens,Commercial,Nano,Lowrise,Far,Medium,4,3,765,16,20,2825,521,100470433069548285754601855444813543642991067339430768322240808889632116522628
2122,TG-64,Tranquility Gardens,Commercial,Nano,Lowrise,Far,Medium,4,3,922,16,20,2803,531,14528763325686842960698132348886942746348617376822666061203326466848512900387
2122,TG-91,Tranquility Gardens,Commercial,Nano,Lowrise,Far,Medium,4,3,955,16,20,4415,472,87628075101217179826964003496752982089210333300200132400616452653181313555890
2122,TG-96,Tranquility Gardens,Commercial,Nano,Lowrise,Far,Medium,7,5,928,29,36,4476,424,17263993191985929894083204742476054423259421965529095646470389291086642283377
2122,TG-143,Tranquility Gardens,Commercial,Nano,Lowrise,Far,Medium,4,3,1025,16,20,4506,379,75714552986969312746759044030313052176899376546856662550326127551421950016495
2122,TG-147,Tranquility Gardens,Commercial,Nano,Lowrise,Far,Medium,5,4,995,21,26,4431,450,80457813931721724319061981096416434620203439445771908699240054899506132833590
2122,TG-163,Tranquility Gardens,Commercial,Nano,Lowrise,Far,Medium,7,5,1033,28,35,4458,417,74744601557990709500356430109437820411889694930753047741459669922481165278347
2122,TG-214,Tranquility Gardens,Commercial,Nano,Lowrise,Far,Medium,4,3,767,16,20,4551,341,52168759671475643745033940795005701558102097456610599412329772758724490386110
2122,TG-289,Tranquility Gardens,Commercial,Nano,Lowrise,Far,Medium,4,3,1055,16,20,4645,322,82518884487105522103199615919947302739933254541487848406155266574152018396854
2122,TG-351,Tranquility Gardens,Commercial,Nano,Lowrise,Far,Medium,4,3,1098,17,21,4458,433,75940248087327299947509505366334658403903462355157485612159737894063933346951
2122,TG-355,Tranquility Gardens,Commercial,Nano,Lowrise,Far,Medium,5,4,1135,20,25,4392,484,84289835765257236657393936752446293429887171696987490889607909940029520567806
2122,TG-363,Tranquility Gardens,Commercial,Nano,Lowrise,Far,Medium,4,3,1065,19,23,4250,533,70836013033865265149501924168007538752952639231096789059540803559370557388573
2122,TG-370,Tranquility Gardens,Commercial,Nano,Lowrise,Far,Medium,4,3,1129,16,20,4408,401,110999406431051819798392540954594623377097211471854535782211612962215188710718
2122,TG-372,Tranquility Gardens,Commercial,Nano,Lowrise,Far,Medium,4,3,1122,16,20,4375,426,32375809402159484658998198629866124569013650816048250682016776032066180551235
2122,TG-453,Tranquility Gardens,Commercial,Nano,Lowrise,Far,Medium,4,3,1135,16,20,3543,577,13448625786290246287995841988260656742996714616788118942728727177658865224350
2122,TG-459,Tranquility Gardens,Commercial,Nano,Lowrise,Far,Medium,4,3,922,19,23,3527,564,13197573351687655379698887896823487571692602777141041293590959156145690959893
2122,TG-463,Tranquility Gardens,Commercial,Nano,Lowrise,Far,Medium,4,3,689,16,20,3511,551,24536806975183932889836746654494426701333710393978227204082591907152188175094
2122,TG-511,Tranquility Gardens,Commercial,Nano,Lowrise,Far,Medium,4,3,1021,16,20,3109,518,47382222822071401335389406443133179997453171043090897172004782056020324383202
2122,TG-513,Tranquility Gardens,Commercial,Nano,Lowrise,Far,Medium,4,3,1021,16,20,3079,536,57967319394640141717565527020164072409296049045688652507458301991943731592990
2122,TG-518,Tranquility Gardens,Commercial,Nano,Lowrise,Far,Medium,4,3,1153,16,20,2770,564,49321918682534383677978247114839921701374804006200213228860674763399169162568
2122,TG-521,Tranquility Gardens,Commercial,Nano,Lowrise,Far,Medium,4,3,992,17,21,2754,545,94723656858850324850396561450855378164380747153104338987231229415240852670462
2122,TG-535,Tranquility Gardens,Commercial,Nano,Lowrise,Far,Medium,4,4,1012,20,24,3055,472,66862519454076733947399269934058253107720296980424871714069297866778234442965
2122,TG-548,Tranquility Gardens,Commercial,Nano,Lowrise,Far,Medium,4,4,925,20,24,2632,461,111922861871703557863278168388478162777633446972754215897556770276844953767975
2122,TG-551,Tranquility Gardens,Commercial,Nano,Lowrise,Far,Medium,4,3,792,16,20,2133,445,3705541592811636912200884836815993739140453353042688640519234301051822731450
2122,TG-560,Tranquility Gardens,Commercial,Nano,Lowrise,Far,Medium,4,3,1093,16,20,2513,435,29603014156159393738504831093348458194199444747776837586580703611436971426015
2122,TG-563,Tranquility Gardens,Commercial,Nano,Lowrise,Far,Medium,4,3,960,16,20,2607,423,50275789996228601508579334205949360012686334256756643120606728726713180982892
2122,TG-568,Tranquility Gardens,Commercial,Nano,Lowrise,Far,Medium,7,5,1095,29,36,2486,397,89838375544981670584328193196906289356815179182056244473597439583559156472208
2122,TG-581,Tranquility Gardens,Commercial,Nano,Lowrise,Far,Medium,5,4,962,24,29,2581,385,68577830166471678267842676325484538626788965556732491277554616608999901936042
2122,TG-582,Tranquility Gardens,Commercial,Nano,Lowrise,Far,Medium,4,3,1091,16,20,2516,378,101056810421882312288562626282893997117993705671903746402535973099030271546377
2122,TG-607,Tranquility Gardens,Commercial,Nano,Lowrise,Far,Medium,4,3,1117,16,20,2784,317,3708433353930853121884516473842348429295071830421454387012867559358661699442
2158,DZ-72,District ZERO,Commercial,Micro,Lowrise,Far,Far,4,3,2232,16,20,1311,633,47358796014077305703451144413523693250729975849586828553598265669359856345415
2158,DZ-89,District ZERO,Commercial,Micro,Lowrise,Far,Far,4,3,2397,18,22,1396,678,93661262763769881175553901113907530535699590703884159515301477372214187248824
2158,DZ-156,District ZERO,Commercial,Micro,Lowrise,Far,Far,4,3,2038,16,20,971,845,46508135283634506996973324415383728278159202555341837082955591850639434023486
2158,DZ-157,District ZERO,Commercial,Micro,Lowrise,Far,Far,4,3,2276,16,20,916,893,12724321405516509756230820485423137666514652760808267323222214498106341071107
2158,DZ-158,District ZERO,Commercial,Micro,Lowrise,Far,Far,4,3,2276,19,23,897,909,31583663368877486667248428640726737270239163188433234963629004787084044422088
2158,DZ-223,District ZERO,Commercial,Micro,Lowrise,Far,Far,4,3,1800,16,20,1315,864,3722131612039902264334723819373449100221123682121123574734223169435512444568
2158,DZ-230,District ZERO,Commercial,Micro,Lowrise,Far,Far,4,3,1480,16,20,1103,1037,88607606999212542427446840073318407031618797731810615844597669305426784015879
2158,DZ-233,District ZERO,Commercial,Micro,Lowrise,Far,Far,4,3,1841,16,20,1248,935,62157907768630001853246835357754511889051785056848268084219148703205962286944
2158,DZ-240,District ZERO,Commercial,Micro,Lowrise,Far,Far,7,6,1834,31,38,1306,899,4081300597851559076499342588763460797628765226974577204599000691562763564473
2158,DZ-242,District ZERO,Commercial,Micro,Lowrise,Far,Far,4,3,1836,16,20,1303,912,27498808606953635468965268811854396231418080468873207777769534870820046234464
2158,DZ-243,District ZERO,Commercial,Micro,Lowrise,Far,Far,4,3,1845,16,20,1241,970,83816420168792802873052473443531880744491315952459297703531282449889727958253
2169,TG-118,Tranquility Gardens,Commercial,Micro,Lowrise,Far,Far,4,3,1301,16,20,4280,618,56644944763412591912663342924700381936234801754227194460165662940969759979689
2169,TG-148,Tranquility Gardens,Commercial,Micro,Lowrise,Far,Far,4,3,1483,16,20,3316,803,42393690641201248410612743369251085441448597103736941187217790034309654714072
2169,TG-166,Tranquility Gardens,Commercial,Micro,Lowrise,Far,Far,5,4,1545,23,28,4269,606,17234748613654179374409749268290521995072038020380101346383686964349533849173
2169,TG-174,Tranquility Gardens,Commercial,Micro,Lowrise,Far,Far,5,4,1638,21,26,3186,916,88210670971575608056521029398286163300680965458294960852866321934963137190949
2169,TG-179,Tranquility Gardens,Commercial,Micro,Lowrise,Far,Far,4,3,1512,16,20,4269,611,64066880596623374627597977332397433764378299199894034107155433506160280902316
2169,TG-185,Tranquility Gardens,Commercial,Micro,Lowrise,Far,Far,4,3,1684,16,20,3147,994,70782027034363082890829456891051304802115932929545880239126750209119952075558
2169,TG-191,Tranquility Gardens,Commercial,Micro,Lowrise,Far,Far,5,4,1370,20,25,3208,999,72998095352780988653540024290290351288007780413070917027760154029013095784614
2169,TG-194,Tranquility Gardens,Commercial,Micro,Lowrise,Far,Far,5,4,1258,22,27,3048,1064,86532416376592728955199439365194780879307265803546518418392067604615241211131
2169,TG-216,Tranquility Gardens,Commercial,Micro,Lowrise,Far,Far,4,3,1643,17,21,3009,1157,9940493273796123894754089908274634865867778018529394118958852067512731205407
2169,TG-239,Tranquility Gardens,Commercial,Micro,Lowrise,Far,Far,4,3,2326,16,20,3596,1116,42683590709561425752595516951839007493085408873601889223095083348080362107345
2169,TG-241,Tranquility Gardens,Commercial,Micro,Lowrise,Far,Far,4,3,2211,16,20,4307,620,26636554297319134822352112362521377938480771671762411122680617454660750267415
2169,TG-250,Tranquility Gardens,Commercial,Micro,Lowrise,Far,Far,5,4,2029,24,29,3461,1265,64248624154076974663115757021112131925066945535648022133653682221940011121582
2169,TG-253,Tranquility Gardens,Commercial,Micro,Lowrise,Far,Far,4,3,2123,16,20,3406,1273,91276445750078110938878110810582665664645967274825319395286512644452384439441
2169,TG-256,Tranquility Gardens,Commercial,Micro,Lowrise,Far,Far,4,4,2138,20,24,3294,1317,18626576029950701128547365034408772816600969640858465755716404160603717166752
2169,TG-268,Tranquility Gardens,Commercial,Micro,Lowrise,Far,Far,5,4,1562,21,26,3458,1376,70773440309823985830859385667991554400396276032249766647036484331087999302063
2169,TG-287,Tranquility Gardens,Commercial,Micro,Lowrise,Far,Far,6,5,2092,28,34,3301,1429,114518167820715398187449830555019651011611597810848117418939064510587319695010
2169,TG-321,Tranquility Gardens,Commercial,Micro,Lowrise,Far,Far,7,5,1266,29,36,4040,803,48028447735363000948713577924839727380556685335085182208711586482582931582980
2169,TG-332,Tranquility Gardens,Commercial,Micro,Lowrise,Far,Far,4,3,1238,16,20,4080,762,28275088278179782820768490794482337594332611936911939417268384502473600840142
2169,TG-334,Tranquility Gardens,Commercial,Micro,Lowrise,Far,Far,4,4,1435,20,24,3030,1294,88134250837721832832142693961513703088614263335519465852217571779053416225180
2169,TG-335,Tranquility Gardens,Commercial,Micro,Lowrise,Far,Far,4,3,1533,16,20,2992,1291,58750447207301174114739846351869328672023960026981363004124130259102707519088
2169,TG-345,Tranquility Gardens,Commercial,Micro,Lowrise,Far,Far,4,3,1635,16,20,3894,863,89803241089084533903003894566497945551145881327848846245917320241569418118534
2169,TG-377,Tranquility Gardens,Commercial,Micro,Lowrise,Far,Far,4,3,2168,17,21,3859,731,108411921822280418072904759128942994448040818091423429767514062976706557959914
2169,TG-390,Tranquility Gardens,Commercial,Micro,Lowrise,Far,Far,5,4,1752,23,28,3772,681,102443670204853649456862560290392218628066154019087150180043749367816553852955
2169,TG-394,Tranquility Gardens,Commercial,Micro,Lowrise,Far,Far,4,3,1422,16,20,3689,736,93354444485883119949037712838214303348510843013873327335893826342842605032379
2169,TG-419,Tranquility Gardens,Commercial,Micro,Lowrise,Far,Far,4,3,1420,16,20,3694,661,74572232579239796239399102190734917542850747873407570433730641558444482787448
2169,TG-439,Tranquility Gardens,Commercial,Micro,Lowrise,Far,Far,4,3,1562,16,20,3576,605,5374151634222512883321861066705568359979778152077799354663245740772058002095
2169,TG-447,Tranquility Gardens,Commercial,Micro,Lowrise,Far,Far,4,3,2294,16,20,3287,740,47440884837514657830733693709934695355874667530158309473982093291989252380785
2169,TG-451,Tranquility Gardens,Commercial,Micro,Lowrise,Far,Far,5,4,1968,22,27,3218,797,51734140517716315434372986983616555607588053979446233458823726987027725865046
2169,TG-499,Tranquility Gardens,Commercial,Micro,Lowrise,Far,Far,4,3,2213,17,21,2591,619,20486510167938307678050213491262548472029632063082551570254781263818551747396
2198,DZ-1,District ZERO,Residential,Nano,Lowrise,Far,Close,4,3,977,16,20,1268,294,95884907830239302677765691642700214387485060609749057307874260299777893778098
2198,DZ-400,District ZERO,Residential,Nano,Lowrise,Far,Close,4,3,1135,16,20,1521,276,8156421670818196635520691299609610047844053247656031489042619381035335439531
2198,DZ-409,District ZERO,Residential,Nano,Lowrise,Far,Close,4,4,1135,20,24,1524,247,86567858529231516661726586326136164037746820096549449228952950159309144191573
2198,DZ-411,District ZERO,Residential,Nano,Lowrise,Far,Close,5,4,1082,20,25,1526,234,106920797983789563846901022113523964807453396620112679830598885378422419781186
2198,DZ-414,District ZERO,Residential,Nano,Lowrise,Far,Close,4,3,587,16,20,1698,108,112650914266314449191756846283533398394740477054438438744267959260270945283265
2198,DZ-415,District ZERO,Residential,Nano,Lowrise,Far,Close,4,3,887,16,20,1680,115,18196262494917628761546863788294390148285167427549552917903090584731137160492
2198,DZ-416,District ZERO,Residential,Nano,Lowrise,Far,Close,4,3,1176,16,20,1661,122,106248232071269403804533028785898198549524011598885383620995350981603704609910
2198,DZ-432,District ZERO,Residential,Nano,Lowrise,Far,Close,4,3,874,16,20,1526,153,87177853065176185025067778734765962780885540133822514539073203916588860911908
2198,DZ-433,District ZERO,Residential,Nano,Lowrise,Far,Close,4,3,1192,19,23,1471,189,32505832362084668575619990010487625870266804436746512798656339240999401715073
2198,DZ-469,District ZERO,Residential,Nano,Lowrise,Far,Close,4,4,1105,20,24,1171,171,33287402854900302091321476203847031120356325030554886595603338763078167422937
2198,DZ-506,District ZERO,Residential,Nano,Lowrise,Far,Close,4,3,1190,18,22,1099,139,71233606978438972925250920665491076373057420935932956658653206419157230130188
2198,DZ-522,District ZERO,Residential,Nano,Lowrise,Far,Close,6,5,782,28,34,1097,135,85017335767144261019265800578915579252441270917836996863645142453161625128881
2198,DZ-523,District ZERO,Residential,Nano,Lowrise,Far,Close,4,3,1024,16,20,925,286,32546481256729740428232805552114384659647741758813826366637543591036971807756
2198,DZ-527,District ZERO,Residential,Nano,Lowrise,Far,Close,4,3,1024,16,20,928,277,62076864146339479056031689279441708080888531215104777464176929910692947658574
2198,DZ-563,District ZERO,Residential,Nano,Lowrise,Far,Close,11,9,1098,47,58,798,300,39624879225568288862753377933048171918770711545815359153499612851085513948951
2198,DZ-567,District ZERO,Residential,Nano,Lowrise,Far,Close,4,3,1135,18,22,799,294,111914279951742821499372469690201107850781678270696100178208341842439183860856
